,Year,Week,Game ID,Game Time,Home,Home Score,Visitor,Visitor Score
1397,2016,8,2016103001,4:25,falcons,33,packers,32
1398,2016,8,2016103010,8:30,cowboys,29,eagles,23
1399,2016,8,2016103100,8:30,bears,20,vikings,10
1400,2016,9,2016110300,8:25,buccaneers,28,falcons,43
1401,2016,9,2016110601,1:00,ravens,21,steelers,14
1402,2016,9,2016110602,1:00,browns,10,cowboys,35
1403,2016,9,2016110603,1:00,chiefs,19,jaguars,14
1404,2016,9,2016110604,1:00,dolphins,27,jets,23
1405,2016,9,2016110605,1:00,vikings,16,lions,22
1406,2016,9,2016110606,1:00,giants,28,eagles,23
1407,2016,9,2016110607,4:05,rams,10,panthers,13
1408,2016,9,2016110608,4:05,49ers,23,saints,41
1409,2016,9,2016110609,4:25,packers,26,colts,31
1410,2016,9,2016110610,4:25,chargers,43,titans,35
1411,2016,9,2016110600,8:30,raiders,30,broncos,20
1412,2016,9,2016110700,8:30,seahawks,31,bills,25
1413,2016,10,2016111000,8:25,ravens,28,browns,7
1414,2016,10,2016111302,1:00,jaguars,21,texans,24
1415,2016,10,2016111303,1:00,saints,23,broncos,25
1416,2016,10,2016111304,1:00,jets,6,rams,9
1417,2016,10,2016111305,1:00,eagles,24,falcons,15
1418,2016,10,2016111301,1:00,panthers,17,chiefs,20
1419,2016,10,2016111306,1:00,buccaneers,36,bears,10
1420,2016,10,2016111307,1:00,titans,47,packers,25
1421,2016,10,2016111308,1:00,redskins,26,vikings,20
1422,2016,10,2016111309,4:05,chargers,24,dolphins,31
1423,2016,10,2016111310,4:25,cardinals,23,49ers,20
1424,2016,10,2016111311,4:25,steelers,30,cowboys,35
1425,2016,10,2016111312,8:30,patriots,24,seahawks,31
1426,2016,10,2016111400,8:30,giants,21,bengals,20
1427,2016,11,2016111700,8:25,panthers,23,saints,20
1428,2016,11,2016112001,1:00,browns,9,steelers,24
1429,2016,11,2016112002,1:00,cowboys,27,ravens,17
1430,2016,11,2016112003,1:00,lions,26,jaguars,19
1431,2016,11,2016112004,1:00,colts,24,titans,17
1432,2016,11,2016112000,1:00,bengals,12,bills,16
1433,2016,11,2016112005,1:00,chiefs,17,buccaneers,19
1434,2016,11,2016112006,1:00,vikings,30,cardinals,24
1435,2016,11,2016112007,1:00,giants,22,bears,16
1436,2016,11,2016112008,4:05,rams,10,dolphins,14
1437,2016,11,2016112009,4:25,49ers,17,patriots,30
1438,2016,11,2016112010,4:25,seahawks,26,eagles,15
1439,2016,11,2016112011,8:30,redskins,42,packers,24
1440,2016,11,2016112100,8:30,raiders,27,texans,20
1441,2016,12,2016112400,12:30,lions,16,vikings,13
1442,2016,12,2016112401,4:30,cowboys,31,redskins,26
1443,2016,12,2016112402,8:30,colts,7,steelers,28
1444,2016,12,2016112703,1:00,bears,21,titans,27
1445,2016,12,2016112702,1:00,bills,28,jaguars,21
1446,2016,12,2016112701,1:00,ravens,19,bengals,14
1447,2016,12,2016112700,1:00,falcons,38,cardinals,19
1448,2016,12,2016112704,1:00,browns,13,giants,27
1449,2016,12,2016112705,1:00,texans,13,chargers,21
1450,2016,12,2016112706,1:00,dolphins,31,49ers,24
1451,2016,12,2016112707,1:00,saints,49,rams,21
1452,2016,12,2016112708,4:05,buccaneers,14,seahawks,5
1453,2016,12,2016112710,4:25,raiders,35,panthers,32
1454,2016,12,2016112711,4:25,jets,17,patriots,22
1455,2016,12,2016112709,8:30,broncos,27,chiefs,30
1456,2016,12,2016112800,8:30,eagles,13,packers,27
1457,2016,13,2016120100,8:25,vikings,15,cowboys,17
1458,2016,13,2016120400,1:00,falcons,28,chiefs,29
1459,2016,13,2016120401,1:00,ravens,38,dolphins,6
1460,2016,13,2016120402,1:00,bears,26,49ers,6
1461,2016,13,2016120403,1:00,bengals,32,eagles,14
1462,2016,13,2016120404,1:00,packers,21,texans,13
1463,2016,13,2016120405,1:00,jaguars,10,broncos,20
1464,2016,13,2016120406,1:00,patriots,26,rams,10
1465,2016,13,2016120407,1:00,saints,13,lions,28
1466,2016,13,2016120408,4:05,raiders,38,bills,24
1467,2016,13,2016120409,4:25,cardinals,31,redskins,23
1468,2016,13,2016120410,4:25,steelers,24,giants,14
1469,2016,13,2016120411,4:25,chargers,21,buccaneers,28
1470,2016,13,2016120412,8:30,seahawks,40,panthers,7
1471,2016,13,2016120500,8:30,jets,10,colts,41
1472,2016,14,2016120800,8:25,chiefs,21,raiders,13
1473,2016,14,2016121100,1:00,bills,20,steelers,27
1474,2016,14,2016121101,1:00,panthers,28,chargers,16
1475,2016,14,2016121102,1:00,browns,10,bengals,23
1476,2016,14,2016121103,1:00,lions,20,bears,17
1477,2016,14,2016121104,1:00,colts,17,texans,22
1478,2016,14,2016121105,1:00,jaguars,16,vikings,25
1479,2016,14,2016121106,1:00,dolphins,26,cardinals,23
1480,2016,14,2016121107,1:00,eagles,22,redskins,27
1481,2016,14,2016121109,1:00,titans,13,broncos,10
1482,2016,14,2016121110,4:05,49ers,17,jets,23
1483,2016,14,2016121108,4:25,buccaneers,16,saints,11
1484,2016,14,2016121111,4:25,packers,38,seahawks,10
1485,2016,14,2016121112,4:25,rams,14,falcons,42
1486,2016,14,2016121113,8:30,giants,10,cowboys,7
1487,2016,14,2016121200,8:30,patriots,30,ravens,23
1488,2016,15,2016121500,8:25,seahawks,24,rams,3
1489,2016,15,2016121700,8:25,jets,13,dolphins,34
1490,2016,15,2016121802,1:00,bears,27,packers,30
1491,2016,15,2016121804,1:00,texans,21,jaguars,20
1492,2016,15,2016121801,1:00,bills,33,browns,13
1493,2016,15,2016121800,1:00,ravens,27,eagles,26
1494,2016,15,2016121805,1:00,chiefs,17,titans,19
1495,2016,15,2016121806,1:00,vikings,6,colts,34
1496,2016,15,2016121807,1:00,giants,17,lions,6
1497,2016,15,2016121812,1:00,bengals,20,steelers,24
1498,2016,15,2016121808,4:05,cardinals,41,saints,48
1499,2016,15,2016121809,4:05,falcons,41,49ers,13
1500,2016,15,2016121810,4:25,broncos,3,patriots,16
1501,2016,15,2016121811,4:25,chargers,16,raiders,19
1502,2016,15,2016121803,8:30,cowboys,26,buccaneers,20
1503,2016,15,2016121900,8:30,redskins,15,panthers,26
1504,2016,16,2016122200,8:25,eagles,24,giants,19
1505,2016,16,2016122400,1:00,bills,31,dolphins,34
1506,2016,16,2016122401,1:00,panthers,16,falcons,33
1507,2016,16,2016122402,1:00,bears,21,redskins,41
1508,2016,16,2016122403,1:00,browns,20,chargers,17
1509,2016,16,2016122404,1:00,packers,38,vikings,25
1510,2016,16,2016122405,1:00,jaguars,38,titans,17
1511,2016,16,2016122406,1:00,patriots,41,jets,3
1512,2016,16,2016122408,4:05,raiders,33,colts,25
1513,2016,16,2016122410,4:25,seahawks,31,cardinals,34
1514,2016,16,2016122407,4:25,saints,31,buccaneers,24
1515,2016,16,2016122409,4:25,rams,21,49ers,22
1516,2016,16,2016122411,8:25,texans,12,bengals,10
1517,2016,16,2016122500,4:30,steelers,31,ravens,27
1518,2016,16,2016122501,8:30,chiefs,33,broncos,10
1519,2016,16,2016122600,8:30,cowboys,42,lions,21
1520,2016,17,2017010103,1:00,colts,24,jaguars,20
1521,2016,17,2017010104,1:00,dolphins,14,patriots,35
1522,2016,17,2017010105,1:00,vikings,38,bears,10
1523,2016,17,2017010106,1:00,jets,30,bills,10
1524,2016,17,2017010107,1:00,eagles,27,cowboys,13
1525,2016,17,2017010108,1:00,steelers,27,browns,24
1526,2016,17,2017010109,1:00,buccaneers,17,panthers,16
1527,2016,17,2017010110,1:00,titans,24,texans,17
1528,2016,17,2017010101,1:00,bengals,27,ravens,10
1529,2016,17,2017010100,4:25,falcons,38,saints,32
1530,2016,17,2017010115,4:25,49ers,23,seahawks,25
1531,2016,17,2017010111,4:25,redskins,10,giants,19
1532,2016,17,2017010112,4:25,broncos,24,raiders,6
1533,2016,17,2017010113,4:25,rams,6,cardinals,44
1534,2016,17,2017010114,4:25,chargers,27,chiefs,37
1535,2016,17,2017010102,8:30,lions,24,packers,31
1536,2017,1,2017090700,8:30,patriots,27,chiefs,42
1537,2017,1,2017091000,1:00,bills,21,jets,12
1538,2017,1,2017091001,1:00,bears,17,falcons,23
1539,2017,1,2017091002,1:00,bengals,0,ravens,20
1540,2017,1,2017091003,1:00,browns,18,steelers,21
1541,2017,1,2017091004,1:00,lions,35,cardinals,23
1542,2017,1,2017091005,1:00,texans,7,jaguars,29
1543,2017,1,2017091007,1:00,titans,16,raiders,26
1544,2017,1,2017091008,1:00,redskins,17,eagles,30
1545,2017,1,2017091009,4:05,rams,46,colts,9
1546,2017,1,2017091010,4:25,packers,17,seahawks,9
1547,2017,1,2017091011,4:25,49ers,3,panthers,23
1548,2017,1,2017091012,8:30,cowboys,19,giants,3
1549,2017,1,2017091100,7:10,vikings,29,saints,19
1550,2017,1,2017091101,10:20,broncos,24,chargers,21
1551,2017,2,2017091400,8:25,bengals,9,texans,13
1552,2017,2,2017091700,1:00,ravens,24,browns,10
1553,2017,2,2017091701,1:00,panthers,9,bills,3
1554,2017,2,2017091702,1:00,colts,13,cardinals,16
1555,2017,2,2017091703,1:00,jaguars,16,titans,37
1556,2017,2,2017091704,1:00,chiefs,27,eagles,20
1557,2017,2,2017091705,1:00,saints,20,patriots,36
1558,2017,2,2017091706,1:00,steelers,26,vikings,9
1559,2017,2,2017091707,1:00,buccaneers,29,bears,7
1560,2017,2,2017091708,4:05,chargers,17,dolphins,19
1561,2017,2,2017091709,4:05,raiders,45,jets,20
1562,2017,2,2017091710,4:25,broncos,42,cowboys,17
1563,2017,2,2017091711,4:25,rams,20,redskins,27
1564,2017,2,2017091712,4:25,seahawks,12,49ers,9
1565,2017,2,2017091713,8:30,falcons,34,packers,23
1566,2017,2,2017091800,8:30,giants,10,lions,24
1567,2017,3,2017092100,8:25,49ers,39,rams,41
1568,2017,3,2017092400,9:30,jaguars,44,ravens,7
1569,2017,3,2017092401,1:00,bills,26,broncos,16
1570,2017,3,2017092402,1:00,panthers,13,saints,34
1571,2017,3,2017092403,1:00,bears,23,steelers,17
1572,2017,3,2017092404,1:00,lions,26,falcons,30
1573,2017,3,2017092405,1:00,colts,31,browns,28
1574,2017,3,2017092406,1:00,vikings,34,buccaneers,17
1575,2017,3,2017092407,1:00,patriots,36,texans,33
1576,2017,3,2017092408,1:00,jets,20,dolphins,6
1577,2017,3,2017092409,1:00,eagles,27,giants,24
1578,2017,3,2017092410,4:05,titans,33,seahawks,27
1579,2017,3,2017092411,4:25,packers,27,bengals,24
1580,2017,3,2017092412,4:25,chargers,10,chiefs,24
1581,2017,3,2017092413,8:30,redskins,27,raiders,10
1582,2017,3,2017092500,8:30,cardinals,17,cowboys,28
1583,2017,4,2017092800,8:25,packers,35,bears,14
1584,2017,4,2017100100,9:30,dolphins,0,saints,20
1585,2017,4,2017100101,1:00,falcons,17,bills,23
1586,2017,4,2017100102,1:00,ravens,9,steelers,26
1587,2017,4,2017100103,1:00,browns,7,bengals,31
1588,2017,4,2017100104,1:00,cowboys,30,rams,35
1589,2017,4,2017100105,1:00,texans,57,titans,14
1590,2017,4,2017100106,1:00,vikings,7,lions,14
1591,2017,4,2017100107,1:00,patriots,30,panthers,33
1592,2017,4,2017100108,1:00,jets,23,jaguars,20
1593,2017,4,2017100109,4:05,cardinals,18,49ers,15
1594,2017,4,2017100110,4:05,chargers,24,eagles,26
1595,2017,4,2017100111,4:05,buccaneers,25,giants,23
1596,2017,4,2017100112,4:25,broncos,16,raiders,10
1597,2017,4,2017100113,8:30,seahawks,46,colts,18
1598,2017,4,2017100200,8:30,chiefs,29,redskins,20
1599,2017,5,2017100500,8:25,buccaneers,14,patriots,19
1600,2017,5,2017100801,1:00,browns,14,jets,17
1601,2017,5,2017100802,1:00,lions,24,panthers,27
1602,2017,5,2017100803,1:00,colts,26,49ers,23
1603,2017,5,2017100804,1:00,dolphins,16,titans,10
1604,2017,5,2017100800,1:00,bengals,20,bills,16
1605,2017,5,2017100805,1:00,giants,22,chargers,27
1606,2017,5,2017100806,1:00,eagles,34,cardinals,7
1607,2017,5,2017100807,1:00,steelers,9,jaguars,30
1608,2017,5,2017100808,4:05,rams,10,seahawks,16
1609,2017,5,2017100809,4:05,raiders,17,ravens,30
1610,2017,5,2017100810,4:25,cowboys,31,packers,35
1611,2017,5,2017100811,8:30,texans,34,chiefs,42
1612,2017,5,2017100900,8:30,bears,17,vikings,20
1613,2017,6,2017101200,8:25,panthers,23,eagles,28
1614,2017,6,2017101501,1:00,ravens,24,bears,27
1615,2017,6,2017101502,1:00,texans,33,browns,17
1616,2017,6,2017101503,1:00,vikings,23,packers,10
1617,2017,6,2017101504,1:00,saints,52,lions,38
1618,2017,6,2017101500,1:00,falcons,17,dolphins,20
1619,2017,6,2017101505,1:00,jets,17,patriots,24
1620,2017,6,2017101506,1:00,redskins,26,49ers,24
1621,2017,6,2017101507,4:05,cardinals,38,buccaneers,33
1622,2017,6,2017101508,4:05,jaguars,17,rams,27
1623,2017,6,2017101509,4:25,chiefs,13,steelers,19
1624,2017,6,2017101510,4:25,raiders,16,chargers,17
1625,2017,6,2017101511,8:30,broncos,10,giants,23
1626,2017,6,2017101600,8:30,titans,36,colts,22
1627,2017,7,2017101900,8:25,raiders,31,chiefs,30
1628,2017,7,2017102200,1:00,bills,30,buccaneers,27
1629,2017,7,2017102201,1:00,bears,17,panthers,3
1630,2017,7,2017102202,1:00,browns,9,titans,12
1631,2017,7,2017102203,1:00,packers,17,saints,26
1632,2017,7,2017102204,1:00,colts,0,jaguars,27
1633,2017,7,2017102205,1:00,rams,33,cardinals,0
1634,2017,7,2017102206,1:00,dolphins,31,jets,28
1635,2017,7,2017102207,1:00,vikings,24,ravens,16
1636,2017,7,2017102209,4:05,49ers,10,cowboys,40
1637,2017,7,2017102208,4:25,steelers,29,bengals,14
1638,2017,7,2017102210,4:25,chargers,21,broncos,0
1639,2017,7,2017102211,4:25,giants,7,seahawks,24
1640,2017,7,2017102212,8:30,patriots,23,falcons,7
1641,2017,7,2017102300,8:30,eagles,34,redskins,24
1642,2017,8,2017102600,8:25,ravens,40,dolphins,0
1643,2017,8,2017102900,9:30,browns,16,vikings,33
1644,2017,8,2017102901,1:00,bills,34,raiders,14
1645,2017,8,2017102902,1:00,bengals,24,colts,23
1646,2017,8,2017102903,1:00,patriots,21,chargers,13
1647,2017,8,2017102904,1:00,saints,20,bears,12
1648,2017,8,2017102905,1:00,jets,20,falcons,25
1649,2017,8,2017102906,1:00,eagles,33,49ers,10
1650,2017,8,2017102907,1:00,buccaneers,3,panthers,17
1651,2017,8,2017102908,4:05,seahawks,41,texans,38
1652,2017,8,2017102909,4:25,redskins,19,cowboys,33
1653,2017,8,2017102910,8:30,lions,15,steelers,20
1654,2017,8,2017103000,8:30,chiefs,29,broncos,19
1655,2017,9,2017110200,8:25,jets,34,bills,21
1656,2017,9,2017110501,1:00,texans,14,colts,20
1657,2017,9,2017110502,1:00,jaguars,23,bengals,7
1658,2017,9,2017110503,1:00,saints,30,buccaneers,10
1659,2017,9,2017110504,1:00,giants,17,rams,51
1660,2017,9,2017110500,1:00,panthers,20,falcons,17
1661,2017,9,2017110505,1:00,eagles,51,broncos,23
1662,2017,9,2017110506,1:00,titans,23,ravens,20
1663,2017,9,2017110507,4:05,49ers,10,cardinals,20
1664,2017,9,2017110508,4:05,seahawks,14,redskins,17
1665,2017,9,2017110509,4:25,cowboys,28,chiefs,17
1666,2017,9,2017110510,8:30,dolphins,24,raiders,27
1667,2017,9,2017110600,8:30,packers,17,lions,30
1668,2017,10,2017110900,8:25,cardinals,16,seahawks,22
1669,2017,10,2017111201,1:00,bears,16,packers,23
1670,2017,10,2017111202,1:00,lions,38,browns,24
1671,2017,10,2017111203,1:00,colts,17,steelers,20
1672,2017,10,2017111204,1:00,jaguars,20,chargers,17
1673,2017,10,2017111200,1:00,bills,10,saints,47
1674,2017,10,2017111205,1:00,buccaneers,15,jets,10
1675,2017,10,2017111206,1:00,titans,24,bengals,20
1676,2017,10,2017111207,1:00,redskins,30,vikings,38
1677,2017,10,2017111208,4:05,rams,33,texans,7
1678,2017,10,2017111209,4:25,falcons,27,cowboys,7
1679,2017,10,2017111210,4:25,49ers,31,giants,21
1680,2017,10,2017111211,8:30,broncos,16,patriots,41
1681,2017,10,2017111300,8:30,panthers,45,dolphins,21
1682,2017,11,2017111600,8:25,steelers,40,titans,17
1683,2017,11,2017111900,1:00,bears,24,lions,27
1684,2017,11,2017111901,1:00,browns,7,jaguars,19
1685,2017,11,2017111902,1:00,packers,0,ravens,23
1686,2017,11,2017111903,1:00,texans,31,cardinals,21
1687,2017,11,2017111911,1:00,dolphins,20,buccaneers,30
1688,2017,11,2017111904,1:00,vikings,24,rams,7
1689,2017,11,2017111905,1:00,saints,34,redskins,31
1690,2017,11,2017111906,1:00,giants,12,chiefs,9
1691,2017,11,2017111907,4:05,chargers,54,bills,24
1692,2017,11,2017111908,4:25,broncos,17,bengals,20
1693,2017,11,2017111909,4:25,raiders,8,patriots,33
1694,2017,11,2017111910,8:30,cowboys,9,eagles,37
1695,2017,11,2017112000,8:30,seahawks,31,falcons,34
1696,2017,12,2017112300,12:30,lions,23,vikings,30
1697,2017,12,2017112301,4:30,cowboys,6,chargers,28
1698,2017,12,2017112302,8:30,redskins,20,giants,10
1699,2017,12,2017112603,1:00,chiefs,10,bills,16
1700,2017,12,2017112602,1:00,colts,16,titans,20
1701,2017,12,2017112601,1:00,bengals,30,browns,16
1702,2017,12,2017112600,1:00,falcons,34,buccaneers,20
1703,2017,12,2017112604,1:00,patriots,35,dolphins,17
1704,2017,12,2017112605,1:00,jets,27,panthers,35
1705,2017,12,2017112606,1:00,eagles,31,bears,3
1706,2017,12,2017112608,4:05,49ers,13,seahawks,24
1707,2017,12,2017112607,4:25,rams,26,saints,20
1708,2017,12,2017112609,4:25,cardinals,27,jaguars,24
1709,2017,12,2017112610,4:25,raiders,21,broncos,14
1710,2017,12,2017112611,8:30,steelers,31,packers,28
1711,2017,12,2017112700,8:30,ravens,23,texans,16
1712,2017,13,2017113000,8:25,cowboys,38,redskins,14
1713,2017,13,2017120300,1:00,falcons,9,vikings,14
1714,2017,13,2017120301,1:00,ravens,44,lions,20
1715,2017,13,2017120302,1:00,bills,3,patriots,23
1716,2017,13,2017120303,1:00,bears,14,49ers,15
1717,2017,13,2017120304,1:00,packers,26,buccaneers,20
1718,2017,13,2017120305,1:00,jaguars,30,colts,10
1719,2017,13,2017120306,1:00,dolphins,35,broncos,9
1720,2017,13,2017120308,1:00,jets,38,chiefs,31
1721,2017,13,2017120309,1:00,titans,24,texans,13
1722,2017,13,2017120310,4:05,chargers,19,browns,10
1723,2017,13,2017120307,4:25,saints,31,panthers,21
1724,2017,13,2017120311,4:25,cardinals,16,rams,32
1725,2017,13,2017120312,4:25,raiders,24,giants,17
1726,2017,13,2017120313,8:30,seahawks,24,eagles,10
1727,2017,13,2017120400,8:30,bengals,20,steelers,23
1728,2017,14,2017120700,8:25,falcons,20,saints,17
1729,2017,14,2017121000,1:00,bills,13,colts,7
1730,2017,14,2017121001,1:00,panthers,31,vikings,24
1731,2017,14,2017121002,1:00,bengals,7,bears,33
1732,2017,14,2017121003,1:00,browns,21,packers,27
1733,2017,14,2017121004,1:00,texans,16,49ers,26
1734,2017,14,2017121006,1:00,chiefs,26,raiders,15
1735,2017,14,2017121007,1:00,buccaneers,21,lions,24
1736,2017,14,2017121012,1:00,giants,10,cowboys,30
1737,2017,14,2017121008,4:05,cardinals,12,titans,7
1738,2017,14,2017121009,4:05,broncos,23,jets,0
1739,2017,14,2017121010,4:05,chargers,30,redskins,13
1740,2017,14,2017121005,4:25,jaguars,30,seahawks,24
1741,2017,14,2017121011,4:25,rams,35,eagles,43
1742,2017,14,2017121013,8:30,steelers,39,ravens,38
1743,2017,14,2017121100,8:30,dolphins,27,patriots,20
1744,2017,15,2017121400,8:25,colts,13,broncos,25
1745,2017,15,2017121600,4:30,lions,20,bears,10
1746,2017,15,2017121601,8:30,chiefs,30,chargers,13
1747,2017,15,2017121703,1:00,jaguars,45,texans,7
1748,2017,15,2017121702,1:00,browns,10,ravens,27
1749,2017,15,2017121701,1:00,panthers,31,packers,24
1750,2017,15,2017121700,1:00,bills,24,dolphins,16
1751,2017,15,2017121704,1:00,vikings,34,bengals,7
1752,2017,15,2017121705,1:00,saints,31,jets,19
1753,2017,15,2017121706,1:00,giants,29,eagles,34
1754,2017,15,2017121707,1:00,redskins,20,cardinals,15
1755,2017,15,2017121708,4:05,seahawks,7,rams,42
1756,2017,15,2017121709,4:25,steelers,24,patriots,27
1757,2017,15,2017121710,4:25,49ers,25,titans,23
1758,2017,15,2017121711,8:30,raiders,17,cowboys,20
1759,2017,15,2017121800,8:30,buccaneers,21,falcons,24
1760,2017,16,2017122300,4:30,ravens,23,colts,16
1761,2017,16,2017122301,8:30,packers,0,vikings,16
1762,2017,16,2017122402,1:00,bengals,26,lions,17
1763,2017,16,2017122403,1:00,chiefs,29,dolphins,13
1764,2017,16,2017122404,1:00,patriots,37,bills,16
1765,2017,16,2017122401,1:00,bears,20,browns,3
1766,2017,16,2017122400,1:00,panthers,22,buccaneers,19
1767,2017,16,2017122405,1:00,saints,23,falcons,13
1768,2017,16,2017122406,1:00,jets,7,chargers,14
1769,2017,16,2017122407,1:00,titans,23,rams,27
1770,2017,16,2017122408,1:00,redskins,27,broncos,11
1771,2017,16,2017122409,4:05,49ers,44,jaguars,33
1772,2017,16,2017122411,4:25,cowboys,12,seahawks,21
1773,2017,16,2017122410,4:25,cardinals,23,giants,0
1774,2017,16,2017122500,4:30,texans,6,steelers,34
1775,2017,16,2017122501,8:30,eagles,19,raiders,10
1776,2017,17,2017123102,1:00,lions,35,packers,11
1777,2017,17,2017123103,1:00,colts,22,texans,13
1778,2017,17,2017123105,1:00,vikings,23,bears,10
1779,2017,17,2017123106,1:00,patriots,26,jets,6
1780,2017,17,2017123107,1:00,giants,18,redskins,10
1781,2017,17,2017123108,1:00,eagles,0,cowboys,6
1782,2017,17,2017123109,1:00,steelers,28,browns,24
1783,2017,17,2017123100,4:25,falcons,22,panthers,10
1784,2017,17,2017123115,4:25,seahawks,24,cardinals,26
1785,2017,17,2017123104,4:25,dolphins,16,bills,22
1786,2017,17,2017123110,4:25,buccaneers,31,saints,24
1787,2017,17,2017123111,4:25,titans,15,jaguars,10
1788,2017,17,2017123112,4:25,broncos,24,chiefs,27
1789,2017,17,2017123113,4:25,chargers,30,raiders,10
1790,2017,17,2017123114,4:25,rams,13,49ers,34
1791,2017,17,2017123101,4:25,ravens,27,bengals,31
1792,2018,1,2018090600,8:20,eagles,18,falcons,12
1793,2018,1,2018090900,1:00,ravens,47,bills,3
1794,2018,1,2018090901,1:00,browns,21,steelers,21
1795,2018,1,2018090902,1:00,colts,23,bengals,34
1796,2018,1,2018090903,1:00,dolphins,27,titans,20
1797,2018,1,2018090904,1:00,vikings,24,49ers,16
1798,2018,1,2018090905,1:00,patriots,27,texans,20
1799,2018,1,2018090906,1:00,saints,40,buccaneers,48
1800,2018,1,2018090907,1:00,giants,15,jaguars,20
1801,2018,1,2018090908,4:05,chargers,28,chiefs,38
1802,2018,1,2018090909,4:25,cardinals,6,redskins,24
1803,2018,1,2018090910,4:25,panthers,16,cowboys,8
1804,2018,1,2018090911,4:25,broncos,27,seahawks,24
1805,2018,1,2018090912,8:20,packers,24,bears,23
1806,2018,1,2018091000,7:10,lions,17,jets,48
1807,2018,1,2018091001,10:20,raiders,13,rams,33
1808,2018,2,2018091300,8:20,bengals,34,ravens,23
1809,2018,2,2018091600,1:00,falcons,31,panthers,24
1810,2018,2,2018091601,1:00,bills,20,chargers,31
1811,2018,2,2018091602,1:00,packers,29,vikings,29
1812,2018,2,2018091603,1:00,saints,21,browns,18
1813,2018,2,2018091604,1:00,jets,12,dolphins,20
1814,2018,2,2018091605,1:00,steelers,37,chiefs,42
1815,2018,2,2018091606,1:00,buccaneers,27,eagles,21
1816,2018,2,2018091607,1:00,titans,20,texans,17
1817,2018,2,2018091608,1:00,redskins,9,colts,21
1818,2018,2,2018091609,4:05,rams,34,cardinals,0
1819,2018,2,2018091610,4:05,49ers,30,lions,27
1820,2018,2,2018091611,4:25,broncos,20,raiders,19
1821,2018,2,2018091612,4:25,jaguars,31,patriots,20
1822,2018,2,2018091613,8:20,cowboys,20,giants,13
1823,2018,2,2018091700,8:15,bears,24,seahawks,17
1824,2018,3,2018092000,8:20,browns,21,jets,17
1825,2018,3,2018092300,1:00,falcons,37,saints,43
1826,2018,3,2018092301,1:00,ravens,27,broncos,14
1827,2018,3,2018092302,1:00,panthers,31,bengals,21
1828,2018,3,2018092303,1:00,texans,22,giants,27
1829,2018,3,2018092304,1:00,jaguars,6,titans,9
1830,2018,3,2018092305,1:00,chiefs,38,49ers,27
1831,2018,3,2018092306,1:00,dolphins,28,raiders,20
1832,2018,3,2018092307,1:00,vikings,6,bills,27
1833,2018,3,2018092308,1:00,eagles,20,colts,16
1834,2018,3,2018092309,1:00,redskins,31,packers,17
1835,2018,3,2018092310,4:05,rams,35,chargers,23
1836,2018,3,2018092311,4:25,cardinals,14,bears,16
1837,2018,3,2018092312,4:25,seahawks,24,cowboys,13
1838,2018,3,2018092313,8:20,lions,26,patriots,10
1839,2018,3,2018092400,8:15,buccaneers,27,steelers,30
1840,2018,4,2018092700,8:20,rams,38,vikings,31
1841,2018,4,2018093005,1:00,jaguars,31,jets,12
1842,2018,4,2018093006,1:00,patriots,38,dolphins,7
1843,2018,4,2018093007,1:00,titans,26,eagles,23
1844,2018,4,2018093000,1:00,falcons,36,bengals,37
1845,2018,4,2018093001,1:00,bears,48,buccaneers,10
1846,2018,4,2018093002,1:00,cowboys,26,lions,24
1847,2018,4,2018093003,1:00,packers,22,bills,0
1848,2018,4,2018093004,1:00,colts,34,texans,37
1849,2018,4,2018093008,4:05,cardinals,17,seahawks,20
1850,2018,4,2018093009,4:05,raiders,45,browns,42
1851,2018,4,2018093010,4:25,chargers,29,49ers,27
1852,2018,4,2018093011,4:25,giants,18,saints,33
1853,2018,4,2018093012,8:20,steelers,14,ravens,26
1854,2018,4,2018100100,8:15,broncos,23,chiefs,27
1855,2018,5,2018100400,8:20,patriots,38,colts,24
1856,2018,5,2018100700,1:00,bills,13,titans,12
1857,2018,5,2018100701,1:00,panthers,33,giants,31
1858,2018,5,2018100702,1:00,bengals,27,dolphins,17
1859,2018,5,2018100703,1:00,browns,12,ravens,9
1860,2018,5,2018100704,1:00,lions,31,packers,23
1861,2018,5,2018100705,1:00,chiefs,30,jaguars,14
1862,2018,5,2018100706,1:00,jets,34,broncos,16
1863,2018,5,2018100707,1:00,steelers,41,falcons,17
1864,2018,5,2018100708,4:05,chargers,26,raiders,10
1865,2018,5,2018100709,4:25,eagles,21,vikings,23
1866,2018,5,2018100710,4:25,49ers,18,cardinals,28
1867,2018,5,2018100711,4:25,seahawks,31,rams,33
1868,2018,5,2018100712,8:20,texans,19,cowboys,16
1869,2018,5,2018100800,8:15,saints,43,redskins,19
1870,2018,6,2018101100,8:20,giants,13,eagles,34
1871,2018,6,2018101400,1:00,falcons,34,buccaneers,29
1872,2018,6,2018101401,1:00,bengals,21,steelers,28
1873,2018,6,2018101402,1:00,browns,14,chargers,38
1874,2018,6,2018101403,1:00,texans,20,bills,13
1875,2018,6,2018101404,1:00,dolphins,31,bears,28
1876,2018,6,2018101405,1:00,vikings,27,cardinals,17
1877,2018,6,2018101406,1:00,jets,42,colts,34
1878,2018,6,2018101407,1:00,raiders,3,seahawks,27
1879,2018,6,2018101408,1:00,redskins,23,panthers,17
1880,2018,6,2018101409,4:05,broncos,20,rams,23
1881,2018,6,2018101410,4:25,cowboys,40,jaguars,7
