,Unnamed: 0,Season,WK,Fav,Line,Dog
0,0,2011,1,Green Bay,5.0,New Orleans
1,1,2011,1,Baltimore,1.0,Pittsburgh
2,2,2011,1,Tampa Bay,1.5,Detroit
3,3,2011,1,Atlanta,2.0,Chicago
4,4,2011,1,Kansas City,4.0,Buffalo
5,5,2011,1,Houston,8.5,Indianapolis
6,6,2011,1,Philadelphia,4.0,LA Rams
7,7,2011,1,Cleveland,7.0,Cincinnati
8,8,2011,1,Tennessee,1.0,Jacksonville
9,9,2011,1,NY Giants,1.0,Washington
10,10,2011,1,Arizona,6.5,Carolina
11,11,2011,1,San Francisco,6.0,Seattle
12,12,2011,1,LA Chargers,9.0,Minnesota
13,13,2011,1,NY Jets,6.5,Dallas
14,14,2011,1,New England,7.0,Miami
15,15,2011,1,Denver,3.0,Oakland
16,16,2011,2,NY Jets,9.5,Jacksonville
17,17,2011,2,New Orleans,6.5,Chicago
18,18,2011,2,Detroit,8.0,Kansas City
19,19,2011,2,Buffalo,3.0,Oakland
20,20,2011,2,Washington,3.5,Arizona
21,21,2011,2,Baltimore,6.0,Tennessee
22,22,2011,2,Pittsburgh,14.0,Seattle
23,23,2011,2,Green Bay,10.0,Carolina
24,24,2011,2,Minnesota,3.0,Tampa Bay
25,25,2011,2,Cleveland,2.0,Indianapolis
26,26,2011,2,Dallas,3.0,San Francisco
27,27,2011,2,Houston,3.0,Miami
28,28,2011,2,New England,7.0,LA Chargers
29,29,2011,2,Denver,3.5,Cincinnati
30,30,2011,2,Philadelphia,2.5,Atlanta
31,31,2011,2,NY Giants,6.0,LA Rams
32,32,2011,3,Philadelphia,7.5,NY Giants
33,33,2011,3,NY Jets,3.5,Oakland
34,34,2011,3,Cincinnati,2.5,San Francisco
35,35,2011,3,New England,8.5,Buffalo
36,36,2011,3,New Orleans,4.0,Houston
37,37,2011,3,Cleveland,2.5,Miami
38,38,2011,3,Tennessee,6.5,Denver
39,39,2011,3,Detroit,3.5,Minnesota
40,40,2011,3,Carolina,3.5,Jacksonville
41,41,2011,3,LA Chargers,14.5,Kansas City
42,42,2011,3,Baltimore,4.0,LA Rams
43,43,2011,3,Tampa Bay,1.5,Atlanta
44,44,2011,3,Arizona,3.5,Seattle
45,45,2011,3,Green Bay,3.5,Chicago
46,46,2011,3,Pittsburgh,10.5,Indianapolis
47,47,2011,3,Dallas,6.5,Washington
48,48,2011,4,NY Giants,1.5,Arizona
49,49,2011,4,Baltimore,3.5,NY Jets
50,50,2011,4,Dallas,1.5,Detroit
51,51,2011,4,New Orleans,7.0,Jacksonville
52,52,2011,4,Philadelphia,8.5,San Francisco
53,53,2011,4,Washington,1.5,LA Rams
54,54,2011,4,Cleveland,1.5,Tennessee
55,55,2011,4,Buffalo,3.0,Cincinnati
56,56,2011,4,Minnesota,1.5,Kansas City
57,57,2011,4,Chicago,6.5,Carolina
58,58,2011,4,Houston,4.0,Pittsburgh
59,59,2011,4,Atlanta,4.5,Seattle
60,60,2011,4,LA Chargers,7.0,Miami
61,61,2011,4,Green Bay,12.5,Denver
62,62,2011,4,New England,4.5,Oakland
63,63,2011,4,Tampa Bay,10.0,Indianapolis
64,64,2011,5,NY Giants,10.0,Seattle
65,65,2011,5,New England,9.0,NY Jets
66,66,2011,5,Indianapolis,2.5,Kansas City
67,67,2011,5,Minnesota,2.5,Arizona
68,68,2011,5,Philadelphia,2.5,Buffalo
69,69,2011,5,Houston,6.0,Oakland
70,70,2011,5,New Orleans,6.5,Carolina
71,71,2011,5,Jacksonville,2.5,Cincinnati
72,72,2011,5,Pittsburgh,3.0,Tennessee
73,73,2011,5,San Francisco,3.0,Tampa Bay
74,74,2011,5,LA Chargers,4.0,Denver
75,75,2011,5,Green Bay,6.0,Atlanta
76,76,2011,5,Detroit,5.5,Chicago
77,77,2011,6,NY Giants,3.5,Buffalo
78,78,2011,6,Green Bay,15.0,LA Rams
79,79,2011,6,Pittsburgh,12.0,Jacksonville
80,80,2011,6,Philadelphia,1.5,Washington
81,81,2011,6,Detroit,4.5,San Francisco
82,82,2011,6,Atlanta,4.0,Carolina
83,83,2011,6,Cincinnati,7.0,Indianapolis
84,84,2011,6,Baltimore,7.5,Houston
85,85,2011,6,Oakland,6.5,Cleveland
86,86,2011,6,New England,7.0,Dallas
87,87,2011,6,New Orleans,4.5,Tampa Bay
88,88,2011,6,Chicago,3.0,Minnesota
89,89,2011,6,NY Jets,7.0,Miami
90,90,2011,7,LA Chargers,2.0,NY Jets
91,91,2011,7,Chicago,1.0,Tampa Bay
92,92,2011,7,Carolina,2.5,Washington
93,93,2011,7,Cleveland,3.0,Seattle
94,94,2011,7,Tennessee,3.0,Houston
95,95,2011,7,Miami,2.0,Denver
96,96,2011,7,Detroit,3.5,Atlanta
97,97,2011,7,Oakland,4.5,Kansas City
98,98,2011,7,Pittsburgh,3.5,Arizona
99,99,2011,7,Dallas,13.0,LA Rams
100,100,2011,7,Green Bay,9.0,Minnesota
101,101,2011,7,New Orleans,14.0,Indianapolis
102,102,2011,7,Baltimore,8.0,Jacksonville
103,103,2011,8,NY Giants,10.0,Miami
104,104,2011,8,Tennessee,8.5,Indianapolis
105,105,2011,8,Houston,9.5,Jacksonville
106,106,2011,8,Carolina,3.5,Minnesota
107,107,2011,8,New Orleans,13.5,LA Rams
108,108,2011,8,Baltimore,13.0,Arizona
109,109,2011,8,Buffalo,6.0,Washington
110,110,2011,8,Detroit,3.0,Denver
111,111,2011,8,New England,3.0,Pittsburgh
112,112,2011,8,San Francisco,8.5,Cleveland
113,113,2011,8,Cincinnati,3.0,Seattle
114,114,2011,8,Philadelphia,3.5,Dallas
115,115,2011,8,LA Chargers,3.5,Kansas City
116,116,2011,9,Buffalo,2.0,NY Jets
117,117,2011,9,New England,9.0,NY Giants
118,118,2011,9,Atlanta,7.0,Indianapolis
119,119,2011,9,New Orleans,8.0,Tampa Bay
120,120,2011,9,Houston,11.0,Cleveland
121,121,2011,9,Kansas City,4.0,Miami
122,122,2011,9,San Francisco,3.5,Washington
123,123,2011,9,Dallas,11.5,Seattle
124,124,2011,9,Oakland,8.0,Denver
125,125,2011,9,Tennessee,3.0,Cincinnati
126,126,2011,9,Arizona,2.5,LA Rams
127,127,2011,9,Green Bay,5.5,LA Chargers
128,128,2011,9,Pittsburgh,3.0,Baltimore
129,129,2011,9,Philadelphia,7.5,Chicago
130,130,2011,10,San Francisco,3.5,NY Giants
131,131,2011,10,NY Jets,1.5,New England
132,132,2011,10,Pittsburgh,3.0,Cincinnati
133,133,2011,10,Kansas City,3.0,Denver
134,134,2011,10,Jacksonville,3.0,Indianapolis
135,135,2011,10,Dallas,5.5,Buffalo
136,136,2011,10,Houston,3.0,Tampa Bay
137,137,2011,10,Carolina,3.5,Tennessee
138,138,2011,10,Miami,4.0,Washington
139,139,2011,10,Atlanta,0.0,New Orleans
140,140,2011,10,Chicago,3.0,Detroit
141,141,2011,10,Cleveland,2.5,LA Rams
142,142,2011,10,Philadelphia,14.0,Arizona
143,143,2011,10,Baltimore,6.5,Seattle
144,144,2011,10,Green Bay,13.5,Minnesota
145,145,2011,10,LA Chargers,7.0,Oakland
146,146,2011,11,NY Jets,6.0,Denver
147,147,2011,11,NY Giants,4.5,Philadelphia
148,148,2011,11,Atlanta,6.0,Tennessee
149,149,2011,11,Miami,2.5,Buffalo
150,150,2011,11,Baltimore,7.0,Cincinnati
151,151,2011,11,Cleveland,0.0,Jacksonville
152,152,2011,11,Oakland,1.0,Minnesota
153,153,2011,11,Detroit,7.0,Carolina
154,154,2011,11,Green Bay,14.0,Tampa Bay
155,155,2011,11,Dallas,7.5,Washington
156,156,2011,11,San Francisco,9.5,Arizona
157,157,2011,11,LA Rams,1.5,Seattle
158,158,2011,11,Chicago,3.5,LA Chargers
159,159,2011,11,New England,14.5,Kansas City
160,160,2011,12,NY Jets,9.0,Buffalo
161,161,2011,12,LA Rams,0.0,Arizona
162,162,2011,12,Cincinnati,7.5,Cleveland
163,163,2011,12,Houston,3.5,Jacksonville
164,164,2011,12,Carolina,3.0,Indianapolis
165,165,2011,12,Tennessee,3.5,Tampa Bay
166,166,2011,12,Atlanta,9.5,Minnesota
167,167,2011,12,Oakland,4.0,Chicago
168,168,2011,12,Seattle,3.5,Washington
169,169,2011,12,Philadelphia,0.0,New England
170,170,2011,12,LA Chargers,6.0,Denver
171,171,2011,12,Pittsburgh,10.5,Kansas City
172,172,2011,12,New Orleans,7.0,NY Giants
173,173,2011,12,Green Bay,6.0,Detroit
174,174,2011,12,Dallas,7.0,Miami
175,175,2011,12,Baltimore,3.5,San Francisco
176,176,2011,13,Philadelphia,3.0,Seattle
177,177,2011,13,NY Jets,3.0,Washington
178,178,2011,13,Green Bay,7.0,NY Giants
179,179,2011,13,Buffalo,1.5,Tennessee
180,180,2011,13,Chicago,7.0,Kansas City
181,181,2011,13,Miami,3.0,Oakland
182,182,2011,13,Pittsburgh,6.5,Cincinnati
183,183,2011,13,Baltimore,6.5,Cleveland
184,184,2011,13,Atlanta,3.0,Houston
185,185,2011,13,Tampa Bay,3.5,Carolina
186,186,2011,13,New Orleans,9.0,Detroit
187,187,2011,13,Minnesota,1.0,Denver
188,188,2011,13,San Francisco,13.0,LA Rams
189,189,2011,13,Dallas,4.5,Arizona
190,190,2011,13,New England,20.0,Indianapolis
191,191,2011,13,LA Chargers,2.5,Jacksonville
192,192,2011,14,Dallas,3.5,NY Giants
193,193,2011,14,NY Jets,10.5,Kansas City
194,194,2011,14,Baltimore,16.5,Indianapolis
195,195,2011,14,Cincinnati,3.0,Houston
196,196,2011,14,Green Bay,11.0,Oakland
197,197,2011,14,Detroit,8.0,Minnesota
198,198,2011,14,New Orleans,3.5,Tennessee
199,199,2011,14,Miami,3.0,Philadelphia
200,200,2011,14,New England,8.0,Washington
201,201,2011,14,Atlanta,3.0,Carolina
202,202,2011,14,Jacksonville,1.0,Tampa Bay
203,203,2011,14,San Francisco,4.0,Arizona
204,204,2011,14,Denver,3.5,Chicago
205,205,2011,14,LA Chargers,7.0,Buffalo
206,206,2011,14,Seattle,6.5,LA Rams
207,207,2011,14,Pittsburgh,14.0,Cleveland
208,208,2011,15,Dallas,7.0,Tampa Bay
209,209,2011,15,NY Giants,6.5,Washington
210,210,2011,15,Philadelphia,3.0,NY Jets
211,211,2011,15,Green Bay,13.5,Kansas City
212,212,2011,15,New Orleans,6.5,Minnesota
213,213,2011,15,Chicago,3.5,Seattle
214,214,2011,15,Buffalo,1.5,Miami
215,215,2011,15,Houston,6.5,Carolina
216,216,2011,15,Tennessee,6.5,Indianapolis
217,217,2011,15,Cincinnati,6.5,LA Rams
218,218,2011,15,Detroit,1.0,Oakland
219,219,2011,15,New England,6.5,Denver
220,220,2011,15,Arizona,7.0,Cleveland
221,221,2011,15,Baltimore,2.5,LA Chargers
222,222,2011,15,San Francisco,2.5,Pittsburgh
223,223,2011,15,Atlanta,13.5,Jacksonville
224,224,2011,16,NY Jets,3.0,NY Giants
225,225,2011,16,Kansas City,2.0,Oakland
226,226,2011,16,Denver,3.0,Buffalo
227,227,2011,16,Tennessee,7.5,Jacksonville
228,228,2011,16,Cincinnati,4.0,Arizona
229,229,2011,16,New England,9.5,Miami
230,230,2011,16,Baltimore,12.5,Cleveland
231,231,2011,16,Washington,6.5,Minnesota
232,232,2011,16,Carolina,7.5,Tampa Bay
233,233,2011,16,Pittsburgh,16.5,LA Rams
234,234,2011,16,Detroit,2.5,LA Chargers
235,235,2011,16,San Francisco,2.5,Seattle
236,236,2011,16,Dallas,1.5,Philadelphia
237,237,2011,16,Green Bay,13.0,Chicago
238,238,2011,16,New Orleans,6.5,Atlanta
239,239,2011,16,Houston,7.0,Indianapolis
240,240,2011,17,NY Giants,3.0,Dallas
241,241,2011,17,Miami,2.5,NY Jets
242,242,2011,17,Philadelphia,8.5,Washington
243,243,2011,17,Atlanta,12.0,Tampa Bay
244,244,2011,17,San Francisco,10.5,LA Rams
245,245,2011,17,Minnesota,1.0,Chicago
246,246,2011,17,Detroit,3.5,Green Bay
247,247,2011,17,New Orleans,8.0,Carolina
248,248,2011,17,Tennessee,3.0,Houston
249,249,2011,17,Baltimore,2.5,Cincinnati
250,250,2011,17,Pittsburgh,7.5,Cleveland
251,251,2011,17,Jacksonville,3.5,Indianapolis
252,252,2011,17,New England,11.0,Buffalo
253,253,2011,17,Oakland,3.0,LA Chargers
254,254,2011,17,Denver,3.5,Kansas City
255,255,2011,17,Arizona,3.0,Seattle
256,256,2012,1,NY Giants,3.5,Dallas
257,257,2012,1,NY Jets,2.5,Buffalo
258,258,2012,1,Chicago,9.5,Indianapolis
259,259,2012,1,Philadelphia,8.5,Cleveland
260,260,2012,1,New Orleans,7.0,Washington
261,261,2012,1,New England,5.5,Tennessee
262,262,2012,1,Minnesota,4.0,Jacksonville
263,263,2012,1,Houston,12.0,Miami
264,264,2012,1,Detroit,7.5,LA Rams
265,265,2012,1,Atlanta,3.0,Kansas City
266,266,2012,1,Green Bay,5.0,San Francisco
267,267,2012,1,Carolina,2.5,Tampa Bay
268,268,2012,1,Seattle,2.5,Arizona
269,269,2012,1,Denver,1.5,Pittsburgh
270,270,2012,1,Baltimore,6.0,Cincinnati
271,271,2012,1,Oakland,1.0,LA Chargers
272,272,2012,2,Green Bay,6.0,Chicago
273,273,2012,2,NY Giants,7.5,Tampa Bay
274,274,2012,2,Pittsburgh,6.0,NY Jets
275,275,2012,2,New England,13.5,Arizona
276,276,2012,2,Minnesota,1.5,Indianapolis
277,277,2012,2,New Orleans,2.5,Carolina
278,278,2012,2,Buffalo,3.0,Kansas City
279,279,2012,2,Philadelphia,2.5,Baltimore
280,280,2012,2,Oakland,2.5,Miami
281,281,2012,2,Cincinnati,7.0,Cleveland
282,282,2012,2,Houston,7.5,Jacksonville
283,283,2012,2,Dallas,3.0,Seattle
284,284,2012,2,Washington,3.0,LA Rams
285,285,2012,2,LA Chargers,6.0,Tennessee
286,286,2012,2,San Francisco,6.5,Detroit
287,287,2012,2,Atlanta,3.0,Denver
288,288,2012,3,NY Giants,1.0,Carolina
289,289,2012,3,NY Jets,3.0,Miami
290,290,2012,3,Chicago,7.5,LA Rams
291,291,2012,3,Dallas,7.0,Tampa Bay
292,292,2012,3,San Francisco,7.0,Minnesota
293,293,2012,3,Detroit,3.5,Tennessee
294,294,2012,3,Washington,3.5,Cincinnati
295,295,2012,3,New Orleans,9.0,Kansas City
296,296,2012,3,Buffalo,3.0,Cleveland
297,297,2012,3,Indianapolis,3.0,Jacksonville
298,298,2012,3,Philadelphia,4.0,Arizona
299,299,2012,3,LA Chargers,3.0,Atlanta
300,300,2012,3,Houston,2.0,Denver
301,301,2012,3,Pittsburgh,4.0,Oakland
302,302,2012,3,Baltimore,3.0,New England
303,303,2012,3,Green Bay,3.5,Seattle
304,304,2012,4,Baltimore,12.0,Cleveland
305,305,2012,4,San Francisco,4.0,NY Jets
306,306,2012,4,Philadelphia,2.0,NY Giants
307,307,2012,4,New England,4.0,Buffalo
308,308,2012,4,Detroit,4.5,Minnesota
309,309,2012,4,Atlanta,7.0,Carolina
310,310,2012,4,Kansas City,0.0,LA Chargers
311,311,2012,4,Houston,12.0,Tennessee
312,312,2012,4,Seattle,2.5,LA Rams
313,313,2012,4,Arizona,6.5,Miami
314,314,2012,4,Denver,6.5,Oakland
315,315,2012,4,Cincinnati,2.5,Jacksonville
316,316,2012,4,Green Bay,7.5,New Orleans
317,317,2012,4,Tampa Bay,3.0,Washington
318,318,2012,4,Dallas,3.5,Chicago
319,319,2012,5,Arizona,1.0,LA Rams
320,320,2012,5,NY Giants,9.0,Cleveland
321,321,2012,5,Atlanta,3.0,Washington
322,322,2012,5,Pittsburgh,3.5,Philadelphia
323,323,2012,5,Green Bay,7.0,Indianapolis
324,324,2012,5,Minnesota,5.5,Tennessee
325,325,2012,5,Cincinnati,3.5,Miami
326,326,2012,5,Baltimore,6.0,Kansas City
327,327,2012,5,Carolina,3.0,Seattle
328,328,2012,5,Chicago,6.0,Jacksonville
329,329,2012,5,New England,6.5,Denver
330,330,2012,5,San Francisco,9.5,Buffalo
331,331,2012,5,New Orleans,3.5,LA Chargers
332,332,2012,5,Houston,8.0,NY Jets
333,333,2012,6,Pittsburgh,5.5,Tennessee
334,334,2012,6,NY Jets,3.5,Indianapolis
335,335,2012,6,San Francisco,5.0,NY Giants
336,336,2012,6,Cincinnati,1.0,Cleveland
337,337,2012,6,Tampa Bay,3.5,Kansas City
338,338,2012,6,Atlanta,9.0,Oakland
339,339,2012,6,Baltimore,3.5,Dallas
340,340,2012,6,Philadelphia,4.0,Detroit
341,341,2012,6,Miami,3.5,LA Rams
342,342,2012,6,New England,3.5,Seattle
343,343,2012,6,Arizona,4.5,Buffalo
344,344,2012,6,Washington,0.0,Minnesota
345,345,2012,6,Houston,3.5,Green Bay
346,346,2012,6,LA Chargers,1.5,Denver
347,347,2012,7,San Francisco,7.0,Seattle
348,348,2012,7,NY Giants,5.5,Washington
349,349,2012,7,New England,10.5,NY Jets
350,350,2012,7,Buffalo,3.0,Tennessee
351,351,2012,7,Minnesota,6.0,Arizona
352,352,2012,7,Indianapolis,3.0,Cleveland
353,353,2012,7,Houston,6.5,Baltimore
354,354,2012,7,Green Bay,5.5,LA Rams
355,355,2012,7,Dallas,2.0,Carolina
356,356,2012,7,New Orleans,3.0,Tampa Bay
357,357,2012,7,Oakland,4.0,Jacksonville
358,358,2012,7,Pittsburgh,1.5,Cincinnati
359,359,2012,7,Chicago,6.0,Detroit
360,360,2012,8,Minnesota,6.5,Tampa Bay
361,361,2012,8,NY Jets,2.0,Miami
362,362,2012,8,NY Giants,1.0,Dallas
363,363,2012,8,New England,7.0,LA Rams
364,364,2012,8,Tennessee,3.5,Indianapolis
365,365,2012,8,Green Bay,0.0,Jacksonville
366,366,2012,8,LA Chargers,2.5,Cleveland
367,367,2012,8,Philadelphia,2.5,Atlanta
368,368,2012,8,Detroit,2.0,Seattle
369,369,2012,8,Chicago,7.5,Carolina
370,370,2012,8,Pittsburgh,4.5,Washington
371,371,2012,8,Kansas City,1.5,Oakland
372,372,2012,8,Denver,6.0,New Orleans
373,373,2012,8,San Francisco,7.0,Arizona
374,374,2012,9,LA Chargers,8.0,Kansas City
375,375,2012,9,NY Giants,3.5,Pittsburgh
376,376,2012,9,Denver,3.5,Cincinnati
377,377,2012,9,Green Bay,11.0,Arizona
378,378,2012,9,Miami,2.5,Indianapolis
379,379,2012,9,Baltimore,3.5,Cleveland
380,380,2012,9,Houston,10.5,Buffalo
381,381,2012,9,Washington,3.5,Carolina
382,382,2012,9,Detroit,3.5,Jacksonville
383,383,2012,9,Chicago,3.5,Tennessee
384,384,2012,9,Seattle,5.0,Minnesota
385,385,2012,9,Oakland,1.5,Tampa Bay
386,386,2012,9,Atlanta,4.0,Dallas
387,387,2012,9,New Orleans,3.0,Philadelphia
388,388,2012,10,Indianapolis,3.0,Jacksonville
389,389,2012,10,NY Giants,4.0,Cincinnati
390,390,2012,10,Seattle,6.5,NY Jets
391,391,2012,10,New England,11.0,Buffalo
392,392,2012,10,Tampa Bay,3.0,LA Chargers
393,393,2012,10,Denver,4.0,Carolina
394,394,2012,10,Miami,6.0,Tennessee
395,395,2012,10,Baltimore,7.5,Oakland
396,396,2012,10,Atlanta,2.5,New Orleans
397,397,2012,10,Detroit,2.0,Minnesota
398,398,2012,10,Dallas,1.0,Philadelphia
399,399,2012,10,San Francisco,11.0,LA Rams
400,400,2012,10,Chicago,1.0,Houston
401,401,2012,10,Pittsburgh,12.5,Kansas City
402,402,2012,11,Buffalo,1.5,Miami
403,403,2012,11,LA Rams,3.5,NY Jets
404,404,2012,11,Washington,3.5,Philadelphia
405,405,2012,11,Green Bay,3.5,Detroit
406,406,2012,11,Atlanta,10.0,Arizona
407,407,2012,11,Tampa Bay,1.5,Carolina
408,408,2012,11,Dallas,7.5,Cleveland
409,409,2012,11,New England,9.5,Indianapolis
410,410,2012,11,Houston,15.5,Jacksonville
411,411,2012,11,Cincinnati,3.5,Kansas City
412,412,2012,11,New Orleans,5.0,Oakland
413,413,2012,11,Denver,7.5,LA Chargers
414,414,2012,11,Baltimore,3.5,Pittsburgh
415,415,2012,11,San Francisco,0.0,Chicago
416,416,2012,12,New England,7.0,NY Jets
417,417,2012,12,Houston,3.5,Detroit
418,418,2012,12,Dallas,3.5,Washington
419,419,2012,12,NY Giants,2.5,Green Bay
420,420,2012,12,Cincinnati,8.5,Oakland
421,421,2012,12,Cleveland,0.0,Pittsburgh
422,422,2012,12,Indianapolis,3.0,Buffalo
423,423,2012,12,Denver,10.5,Kansas City
424,424,2012,12,Tennessee,3.0,Jacksonville
425,425,2012,12,Chicago,0.0,Minnesota
426,426,2012,12,Atlanta,1.0,Tampa Bay
427,427,2012,12,Seattle,3.0,Miami
428,428,2012,12,Baltimore,1.0,LA Chargers
429,429,2012,12,New Orleans,0.0,San Francisco
430,430,2012,12,Arizona,2.5,LA Rams
431,431,2012,12,Philadelphia,0.0,Carolina
432,432,2012,13,Atlanta,3.5,New Orleans
433,433,2012,13,NY Jets,4.5,Arizona
434,434,2012,13,Chicago,2.5,Seattle
435,435,2012,13,Green Bay,9.0,Minnesota
436,436,2012,13,San Francisco,7.0,LA Rams
437,437,2012,13,Carolina,3.0,Kansas City
438,438,2012,13,Detroit,4.5,Indianapolis
439,439,2012,13,Buffalo,6.0,Jacksonville
440,440,2012,13,New England,7.5,Miami
441,441,2012,13,Houston,6.0,Tennessee
442,442,2012,13,Denver,7.0,Tampa Bay
443,443,2012,13,Baltimore,0.0,Pittsburgh
444,444,2012,13,Oakland,0.0,Cleveland
445,445,2012,13,Cincinnati,1.5,LA Chargers
446,446,2012,13,Dallas,10.0,Philadelphia
447,447,2012,13,NY Giants,2.5,Washington
448,448,2012,14,Denver,10.5,Oakland
449,449,2012,14,NY Jets,2.5,Jacksonville
450,450,2012,14,NY Giants,4.5,New Orleans
451,451,2012,14,Washington,2.5,Baltimore
452,452,2012,14,Cleveland,6.5,Kansas City
453,453,2012,14,Pittsburgh,0.0,LA Chargers
454,454,2012,14,Indianapolis,5.5,Tennessee
455,455,2012,14,Chicago,3.0,Minnesota
456,456,2012,14,Atlanta,3.5,Carolina
457,457,2012,14,Tampa Bay,7.5,Philadelphia
458,458,2012,14,Buffalo,3.0,LA Rams
459,459,2012,14,Cincinnati,3.0,Dallas
460,460,2012,14,San Francisco,10.0,Miami
461,461,2012,14,Seattle,10.5,Arizona
462,462,2012,14,Green Bay,7.0,Detroit
463,463,2012,14,New England,3.5,Houston
464,464,2012,15,Cincinnati,4.0,Philadelphia
465,465,2012,15,Atlanta,1.5,NY Giants
466,466,2012,15,Green Bay,3.0,Chicago
467,467,2012,15,New Orleans,3.5,Tampa Bay
468,468,2012,15,LA Rams,3.0,Minnesota
469,469,2012,15,Cleveland,0.0,Washington
470,470,2012,15,Miami,7.0,Jacksonville
471,471,2012,15,Denver,2.5,Baltimore
472,472,2012,15,Houston,5.5,Indianapolis
473,473,2012,15,LA Chargers,3.0,Carolina
474,474,2012,15,Seattle,5.0,Buffalo
475,475,2012,15,Detroit,6.0,Arizona
476,476,2012,15,Pittsburgh,1.5,Dallas
477,477,2012,15,Oakland,3.0,Kansas City
478,478,2012,15,New England,5.5,San Francisco
479,479,2012,15,Tennessee,1.0,NY Jets
480,480,2012,16,Atlanta,4.0,Detroit
481,481,2012,16,NY Giants,2.0,Baltimore
482,482,2012,16,NY Jets,2.0,LA Chargers
483,483,2012,16,Green Bay,13.0,Tennessee
484,484,2012,16,Carolina,9.0,Oakland
485,485,2012,16,Miami,4.5,Buffalo
486,486,2012,16,Pittsburgh,4.0,Cincinnati
487,487,2012,16,New England,14.5,Jacksonville
488,488,2012,16,Indianapolis,6.5,Kansas City
489,489,2012,16,Dallas,3.0,New Orleans
490,490,2012,16,Washington,5.5,Philadelphia
491,491,2012,16,Tampa Bay,3.0,LA Rams
492,492,2012,16,Houston,7.5,Minnesota
493,493,2012,16,Denver,13.0,Cleveland
494,494,2012,16,Chicago,5.5,Arizona
495,495,2012,16,Seattle,0.0,San Francisco
496,496,2012,17,Buffalo,3.5,NY Jets
497,497,2012,17,NY Giants,7.5,Philadelphia
498,498,2012,17,New England,10.0,Miami
499,499,2012,17,Cincinnati,2.5,Baltimore
500,500,2012,17,Pittsburgh,4.5,Cleveland
501,501,2012,17,Houston,7.0,Indianapolis
502,502,2012,17,Tennessee,4.0,Jacksonville
503,503,2012,17,Washington,3.0,Dallas
504,504,2012,17,Chicago,3.0,Detroit
505,505,2012,17,Green Bay,3.5,Minnesota
506,506,2012,17,Atlanta,8.5,Tampa Bay
507,507,2012,17,New Orleans,5.0,Carolina
508,508,2012,17,Denver,16.0,Kansas City
509,509,2012,17,LA Chargers,7.5,Oakland
510,510,2012,17,San Francisco,16.5,Arizona
511,511,2012,17,Seattle,16.5,LA Rams
512,512,2013,1,Denver,7.5,Baltimore
513,513,2013,1,New England,9.0,Buffalo
514,514,2013,1,Pittsburgh,7.0,Tennessee
515,515,2013,1,New Orleans,3.0,Atlanta
516,516,2013,1,Tampa Bay,3.5,NY Jets
517,517,2013,1,Kansas City,4.0,Jacksonville
518,518,2013,1,Chicago,3.0,Cincinnati
519,519,2013,1,Cleveland,1.0,Miami
520,520,2013,1,Seattle,3.5,Carolina
521,521,2013,1,Detroit,5.0,Minnesota
522,522,2013,1,Indianapolis,9.5,Oakland
523,523,2013,1,LA Rams,4.5,Arizona
524,524,2013,1,San Francisco,4.5,Green Bay
525,525,2013,1,Dallas,3.5,NY Giants
526,526,2013,1,Washington,3.5,Philadelphia
527,527,2013,1,Houston,4.0,LA Chargers
528,528,2013,2,New England,12.0,NY Jets
529,529,2013,2,Denver,4.5,NY Giants
530,530,2013,2,Philadelphia,7.5,LA Chargers
531,531,2013,2,Baltimore,6.5,Cleveland
532,532,2013,2,Houston,9.0,Tennessee
533,533,2013,2,Indianapolis,2.5,Miami
534,534,2013,2,Carolina,3.0,Buffalo
535,535,2013,2,Atlanta,7.0,LA Rams
536,536,2013,2,Green Bay,7.5,Washington
537,537,2013,2,Kansas City,3.0,Dallas
538,538,2013,2,Chicago,6.0,Minnesota
539,539,2013,2,New Orleans,3.5,Tampa Bay
540,540,2013,2,Detroit,1.0,Arizona
541,541,2013,2,Oakland,5.5,Jacksonville
542,542,2013,2,Seattle,3.0,San Francisco
543,543,2013,2,Cincinnati,7.0,Pittsburgh
544,544,2013,3,Philadelphia,3.0,Kansas City
545,545,2013,3,Carolina,1.0,NY Giants
546,546,2013,3,NY Jets,2.0,Buffalo
547,547,2013,3,Tennessee,3.0,LA Chargers
548,548,2013,3,Minnesota,5.5,Cleveland
549,549,2013,3,New England,7.5,Tampa Bay
550,550,2013,3,Houston,2.5,Baltimore
551,551,2013,3,Dallas,4.0,LA Rams
552,552,2013,3,New Orleans,7.5,Arizona
553,553,2013,3,Washington,2.0,Detroit
554,554,2013,3,Green Bay,2.5,Cincinnati
555,555,2013,3,Miami,2.0,Atlanta
556,556,2013,3,San Francisco,10.5,Indianapolis
557,557,2013,3,Seattle,19.5,Jacksonville
558,558,2013,3,Chicago,2.5,Pittsburgh
559,559,2013,3,Denver,15.0,Oakland
560,560,2013,4,San Francisco,3.0,LA Rams
561,561,2013,4,Kansas City,4.5,NY Giants
562,562,2013,4,Tennessee,3.5,NY Jets
563,563,2013,4,Pittsburgh,1.5,Minnesota
564,564,2013,4,Baltimore,3.5,Buffalo
565,565,2013,4,Cincinnati,4.5,Cleveland
566,566,2013,4,Indianapolis,8.0,Jacksonville
567,567,2013,4,Seattle,3.0,Houston
568,568,2013,4,Tampa Bay,2.5,Arizona
569,569,2013,4,Detroit,3.0,Chicago
570,570,2013,4,Dallas,2.0,LA Chargers
