,Unnamed: 0,Season,WK,Fav,Line,Dog
1684,1684,2017,11,Kansas City,10.0,NY Giants
1685,1685,2017,11,Miami,0.0,Tampa Bay
1686,1686,2017,11,Baltimore,2.0,Green Bay
1687,1687,2017,11,Minnesota,2.0,LA Rams
1688,1688,2017,11,Houston,0.0,Arizona
1689,1689,2017,11,Jacksonville,8.0,Cleveland
1690,1690,2017,11,New Orleans,8.0,Washington
1691,1691,2017,11,LA Chargers,4.5,Buffalo
1692,1692,2017,11,Denver,2.5,Cincinnati
1693,1693,2017,11,New England,6.5,Oakland
1694,1694,2017,11,Philadelphia,3.5,Dallas
1695,1695,2017,11,Seattle,2.5,Atlanta
1696,1696,2017,12,Minnesota,3.0,Detroit
1697,1697,2017,12,LA Chargers,2.0,Dallas
1698,1698,2017,12,Washington,7.0,NY Giants
1699,1699,2017,12,Cincinnati,7.5,Cleveland
1700,1700,2017,12,Philadelphia,13.5,Chicago
1701,1701,2017,12,New England,16.5,Miami
1702,1702,2017,12,Kansas City,9.5,Buffalo
1703,1703,2017,12,Atlanta,10.0,Tampa Bay
1704,1704,2017,12,Carolina,4.5,NY Jets
1705,1705,2017,12,Tennessee,3.5,Indianapolis
1706,1706,2017,12,Seattle,6.5,San Francisco
1707,1707,2017,12,LA Rams,2.5,New Orleans
1708,1708,2017,12,Jacksonville,5.0,Arizona
1709,1709,2017,12,Oakland,4.0,Denver
1710,1710,2017,12,Pittsburgh,14.0,Green Bay
1711,1711,2017,12,Baltimore,7.0,Houston
1712,1712,2017,13,Washington,2.0,Dallas
1713,1713,2017,13,Baltimore,2.5,Detroit
1714,1714,2017,13,Chicago,3.0,San Francisco
1715,1715,2017,13,Atlanta,3.0,Minnesota
1716,1716,2017,13,New England,9.0,Buffalo
1717,1717,2017,13,Denver,1.5,Miami
1718,1718,2017,13,Tennessee,6.5,Houston
1719,1719,2017,13,Jacksonville,9.5,Indianapolis
1720,1720,2017,13,Tampa Bay,1.5,Green Bay
1721,1721,2017,13,Kansas City,3.0,NY Jets
1722,1722,2017,13,New Orleans,4.5,Carolina
1723,1723,2017,13,LA Chargers,13.5,Cleveland
1724,1724,2017,13,LA Rams,7.0,Arizona
1725,1725,2017,13,Oakland,9.0,NY Giants
1726,1726,2017,13,Philadelphia,6.0,Seattle
1727,1727,2017,13,Pittsburgh,5.5,Cincinnati
1728,1728,2017,14,New Orleans,1.0,Atlanta
1729,1729,2017,14,Tampa Bay,0.0,Detroit
1730,1730,2017,14,Cincinnati,6.0,Chicago
1731,1731,2017,14,Buffalo,0.0,Indianapolis
1732,1732,2017,14,Jacksonville,2.5,Seattle
1733,1733,2017,14,Kansas City,4.0,Oakland
1734,1734,2017,14,Minnesota,3.0,Carolina
1735,1735,2017,14,Green Bay,3.0,Cleveland
1736,1736,2017,14,Houston,3.0,San Francisco
1737,1737,2017,14,LA Chargers,6.0,Washington
1738,1738,2017,14,NY Jets,1.5,Denver
1739,1739,2017,14,Tennessee,3.0,Arizona
1740,1740,2017,14,LA Rams,2.5,Philadelphia
1741,1741,2017,14,Dallas,4.5,NY Giants
1742,1742,2017,14,Pittsburgh,4.5,Baltimore
1743,1743,2017,14,New England,11.0,Miami
1744,1744,2017,15,Denver,2.5,Indianapolis
1745,1745,2017,15,Detroit,5.5,Chicago
1746,1746,2017,15,LA Chargers,1.5,Kansas City
1747,1747,2017,15,Philadelphia,7.5,NY Giants
1748,1748,2017,15,Carolina,3.0,Green Bay
1749,1749,2017,15,Minnesota,10.5,Cincinnati
1750,1750,2017,15,Buffalo,0.0,Miami
1751,1751,2017,15,Jacksonville,11.0,Houston
1752,1752,2017,15,New Orleans,16.0,NY Jets
1753,1753,2017,15,Washington,4.0,Arizona
1754,1754,2017,15,Baltimore,7.0,Cleveland
1755,1755,2017,15,Seattle,2.0,LA Rams
1756,1756,2017,15,New England,3.0,Pittsburgh
1757,1757,2017,15,San Francisco,2.0,Tennessee
1758,1758,2017,15,Dallas,3.0,Oakland
1759,1759,2017,15,Atlanta,6.0,Tampa Bay
1760,1760,2017,16,Baltimore,13.5,Indianapolis
1761,1761,2017,16,Minnesota,9.0,Green Bay
1762,1762,2017,16,Detroit,5.5,Cincinnati
1763,1763,2017,16,LA Chargers,7.0,NY Jets
1764,1764,2017,16,LA Rams,7.0,Tennessee
1765,1765,2017,16,Chicago,6.5,Cleveland
1766,1766,2017,16,Carolina,10.0,Tampa Bay
1767,1767,2017,16,New Orleans,6.0,Atlanta
1768,1768,2017,16,Washington,3.0,Denver
1769,1769,2017,16,Kansas City,10.0,Miami
1770,1770,2017,16,New England,11.0,Buffalo
1771,1771,2017,16,Jacksonville,4.0,San Francisco
1772,1772,2017,16,Arizona,3.5,NY Giants
1773,1773,2017,16,Dallas,5.5,Seattle
1774,1774,2017,16,Pittsburgh,9.0,Houston
1775,1775,2017,16,Philadelphia,9.0,Oakland
1776,1776,2017,17,Baltimore,10.0,Cincinnati
1777,1777,2017,17,Detroit,6.5,Green Bay
1778,1778,2017,17,Buffalo,2.0,Miami
1779,1779,2017,17,Atlanta,4.0,Carolina
1780,1780,2017,17,New Orleans,7.0,Tampa Bay
1781,1781,2017,17,Tennessee,3.0,Jacksonville
1782,1782,2017,17,New England,15.0,NY Jets
1783,1783,2017,17,Indianapolis,4.0,Houston
1784,1784,2017,17,Pittsburgh,10.5,Cleveland
1785,1785,2017,17,Washington,3.0,NY Giants
1786,1786,2017,17,Minnesota,11.0,Chicago
1787,1787,2017,17,Dallas,3.0,Philadelphia
1788,1788,2017,17,LA Chargers,8.0,Oakland
1789,1789,2017,17,Seattle,9.5,Arizona
1790,1790,2017,17,Denver,3.0,Kansas City
1791,1791,2017,17,San Francisco,2.5,LA Rams
1792,1792,2018,1,Philadelphia,1.5,Atlanta
1793,1793,2018,1,Pittsburgh,4.0,Cleveland
1794,1794,2018,1,Minnesota,6.5,San Francisco
1795,1795,2018,1,Indianapolis,2.5,Cincinnati
1796,1796,2018,1,Baltimore,7.5,Buffalo
1797,1797,2018,1,Jacksonville,3.0,NY Giants
1798,1798,2018,1,New Orleans,9.5,Tampa Bay
1799,1799,2018,1,New England,6.0,Houston
1800,1800,2018,1,Tennessee,1.0,Miami
1801,1801,2018,1,LA Chargers,3.0,Kansas City
1802,1802,2018,1,Denver,3.0,Seattle
1803,1803,2018,1,Carolina,2.5,Dallas
1804,1804,2018,1,Arizona,1.0,Washington
1805,1805,2018,1,Green Bay,7.5,Chicago
1806,1806,2018,1,Detroit,6.5,NY Jets
1807,1807,2018,1,LA Rams,4.0,Oakland
1808,1808,2018,2,Cincinnati,1.0,Baltimore
1809,1809,2018,2,Washington,6.0,Indianapolis
1810,1810,2018,2,Atlanta,6.0,Carolina
1811,1811,2018,2,Green Bay,0.0,Minnesota
1812,1812,2018,2,LA Chargers,7.0,Buffalo
1813,1813,2018,2,Tennessee,0.0,Houston
1814,1814,2018,2,Pittsburgh,4.0,Kansas City
1815,1815,2018,2,NY Jets,3.0,Miami
1816,1816,2018,2,Philadelphia,3.0,Tampa Bay
1817,1817,2018,2,New Orleans,8.0,Cleveland
1818,1818,2018,2,LA Rams,12.5,Arizona
1819,1819,2018,2,San Francisco,6.0,Detroit
1820,1820,2018,2,New England,1.0,Jacksonville
1821,1821,2018,2,Denver,6.0,Oakland
1822,1822,2018,2,Dallas,3.0,NY Giants
1823,1823,2018,2,Chicago,3.5,Seattle
1824,1824,2018,3,Cleveland,3.0,NY Jets
1825,1825,2018,3,Philadelphia,6.5,Indianapolis
1826,1826,2018,3,Carolina,3.0,Cincinnati
1827,1827,2018,3,Jacksonville,,Tennessee
1828,1828,2018,3,Atlanta,3.0,New Orleans
1829,1829,2018,3,Baltimore,5.5,Denver
1830,1830,2018,3,Houston,6.0,NY Giants
1831,1831,2018,3,Miami,3.0,Oakland
1832,1832,2018,3,Green Bay,3.0,Washington
1833,1833,2018,3,Minnesota,16.5,Buffalo
1834,1834,2018,3,Kansas City,6.5,San Francisco
1835,1835,2018,3,LA Rams,7.0,LA Chargers
1836,1836,2018,3,Chicago,6.0,Arizona
1837,1837,2018,3,Seattle,1.5,Dallas
1838,1838,2018,3,New England,6.5,Detroit
1839,1839,2018,3,Pittsburgh,1.0,Tampa Bay
1840,1840,2018,4,,0.0,
1841,1841,2018,4,,0.0,
1842,1842,2018,4,,0.0,
1843,1843,2018,4,,0.0,
1844,1844,2018,4,,0.0,
1845,1845,2018,4,,0.0,
1846,1846,2018,4,,0.0,
1847,1847,2018,4,,0.0,
1848,1848,2018,4,,0.0,
1849,1849,2018,4,,0.0,
1850,1850,2018,4,,0.0,
1851,1851,2018,4,,0.0,
1852,1852,2018,4,,0.0,
1853,1853,2018,4,,0.0,
1854,1854,2018,4,,0.0,
1855,1855,2018,5,,0.0,
1856,1856,2018,5,,0.0,
1857,1857,2018,5,,0.0,
1858,1858,2018,5,,0.0,
1859,1859,2018,5,,0.0,
1860,1860,2018,5,,0.0,
1861,1861,2018,5,,0.0,
1862,1862,2018,5,,0.0,
1863,1863,2018,5,,0.0,
1864,1864,2018,5,,0.0,
1865,1865,2018,5,,0.0,
1866,1866,2018,5,,0.0,
1867,1867,2018,5,,0.0,
1868,1868,2018,5,,0.0,
1869,1869,2018,6,,0.0,
1870,1870,2018,6,,0.0,
1871,1871,2018,6,,0.0,
1872,1872,2018,6,,0.0,
1873,1873,2018,6,,0.0,
1874,1874,2018,6,,0.0,
1875,1875,2018,6,,0.0,
1876,1876,2018,6,,0.0,
1877,1877,2018,6,,0.0,
1878,1878,2018,6,,0.0,
1879,1879,2018,6,,0.0,
1880,1880,2018,6,,0.0,
1881,1881,2018,6,,0.0,
1882,1882,2018,6,,0.0,
1883,1883,2018,6,,0.0,
1884,1884,2018,7,,0.0,
1885,1885,2018,7,,0.0,
1886,1886,2018,7,,0.0,
1887,1887,2018,7,,0.0,
1888,1888,2018,7,,0.0,
1889,1889,2018,7,,0.0,
1890,1890,2018,7,,0.0,
1891,1891,2018,7,,0.0,
1892,1892,2018,7,,0.0,
1893,1893,2018,7,,0.0,
1894,1894,2018,7,,0.0,
1895,1895,2018,7,,0.0,
1896,1896,2018,7,,0.0,
1897,1897,2018,7,,0.0,
1898,1898,2018,7,,0.0,
1899,1899,2018,8,,0.0,
1900,1900,2018,8,,0.0,
1901,1901,2018,8,,0.0,
1902,1902,2018,8,,0.0,
1903,1903,2018,8,,0.0,
1904,1904,2018,8,,0.0,
1905,1905,2018,8,,0.0,
1906,1906,2018,8,,0.0,
1907,1907,2018,8,,0.0,
1908,1908,2018,8,,0.0,
1909,1909,2018,8,,0.0,
1910,1910,2018,8,,0.0,
1911,1911,2018,8,,0.0,
1912,1912,2018,9,,0.0,
1913,1913,2018,9,,0.0,
1914,1914,2018,9,,0.0,
1915,1915,2018,9,,0.0,
1916,1916,2018,9,,0.0,
1917,1917,2018,9,,0.0,
1918,1918,2018,9,,0.0,
1919,1919,2018,9,,0.0,
1920,1920,2018,9,,0.0,
1921,1921,2018,9,,0.0,
1922,1922,2018,9,,0.0,
1923,1923,2018,9,,0.0,
1924,1924,2018,9,,0.0,
1925,1925,2018,10,,0.0,
1926,1926,2018,10,,0.0,
1927,1927,2018,10,,0.0,
1928,1928,2018,10,,0.0,
1929,1929,2018,10,,0.0,
1930,1930,2018,10,,0.0,
1931,1931,2018,10,,0.0,
1932,1932,2018,10,,0.0,
1933,1933,2018,10,,0.0,
1934,1934,2018,10,,0.0,
1935,1935,2018,10,,0.0,
1936,1936,2018,10,,0.0,
1937,1937,2018,10,,0.0,
1938,1938,2018,10,,0.0,
1939,1939,2018,11,,0.0,
1940,1940,2018,11,,0.0,
1941,1941,2018,11,,0.0,
1942,1942,2018,11,,0.0,
1943,1943,2018,11,,0.0,
1944,1944,2018,11,,0.0,
1945,1945,2018,11,,0.0,
1946,1946,2018,11,,0.0,
1947,1947,2018,11,,0.0,
1948,1948,2018,11,,0.0,
1949,1949,2018,11,,0.0,
1950,1950,2018,11,,0.0,
1951,1951,2018,11,,0.0,
1952,1952,2018,11,,0.0,
1953,1953,2018,12,,0.0,
1954,1954,2018,12,,0.0,
1955,1955,2018,12,,0.0,
1956,1956,2018,12,,0.0,
1957,1957,2018,12,,0.0,
1958,1958,2018,12,,0.0,
1959,1959,2018,12,,0.0,
1960,1960,2018,12,,0.0,
1961,1961,2018,12,,0.0,
1962,1962,2018,12,,0.0,
1963,1963,2018,12,,0.0,
1964,1964,2018,12,,0.0,
1965,1965,2018,12,,0.0,
1966,1966,2018,12,,0.0,
1967,1967,2018,12,,0.0,
1968,1968,2018,12,,0.0,
1969,1969,2018,13,,0.0,
1970,1970,2018,13,,0.0,
1971,1971,2018,13,,0.0,
1972,1972,2018,13,,0.0,
1973,1973,2018,13,,0.0,
1974,1974,2018,13,,0.0,
1975,1975,2018,13,,0.0,
1976,1976,2018,13,,0.0,
1977,1977,2018,13,,0.0,
1978,1978,2018,13,,0.0,
1979,1979,2018,13,,0.0,
1980,1980,2018,13,,0.0,
1981,1981,2018,13,,0.0,
1982,1982,2018,13,,0.0,
1983,1983,2018,13,,0.0,
1984,1984,2018,14,,0.0,
1985,1985,2018,14,,0.0,
1986,1986,2018,14,,0.0,
1987,1987,2018,14,,0.0,
1988,1988,2018,14,,0.0,
1989,1989,2018,14,,0.0,
1990,1990,2018,14,,0.0,
1991,1991,2018,14,,0.0,
1992,1992,2018,14,,0.0,
1993,1993,2018,14,,0.0,
1994,1994,2018,14,,0.0,
1995,1995,2018,14,,0.0,
1996,1996,2018,14,,0.0,
1997,1997,2018,14,,0.0,
1998,1998,2018,14,,0.0,
1999,1999,2018,14,,0.0,
2000,2000,2018,15,,0.0,
2001,2001,2018,15,,0.0,
2002,2002,2018,15,,0.0,
2003,2003,2018,15,,0.0,
2004,2004,2018,15,,0.0,
2005,2005,2018,15,,0.0,
2006,2006,2018,15,,0.0,
2007,2007,2018,15,,0.0,
2008,2008,2018,15,,0.0,
2009,2009,2018,15,,0.0,
2010,2010,2018,15,,0.0,
2011,2011,2018,15,,0.0,
2012,2012,2018,15,,0.0,
2013,2013,2018,15,,0.0,
2014,2014,2018,15,,0.0,
2015,2015,2018,15,,0.0,
2016,2016,2018,16,,0.0,
2017,2017,2018,16,,0.0,
2018,2018,2018,16,,0.0,
2019,2019,2018,16,,0.0,
2020,2020,2018,16,,0.0,
2021,2021,2018,16,,0.0,
2022,2022,2018,16,,0.0,
2023,2023,2018,16,,0.0,
2024,2024,2018,16,,0.0,
2025,2025,2018,16,,0.0,
2026,2026,2018,16,,0.0,
2027,2027,2018,16,,0.0,
2028,2028,2018,16,,0.0,
2029,2029,2018,16,,0.0,
2030,2030,2018,16,,0.0,
2031,2031,2018,16,,0.0,
2032,2032,2018,17,,0.0,
2033,2033,2018,17,,0.0,
2034,2034,2018,17,,0.0,
2035,2035,2018,17,,0.0,
2036,2036,2018,17,,0.0,
2037,2037,2018,17,,0.0,
2038,2038,2018,17,,0.0,
2039,2039,2018,17,,0.0,
2040,2040,2018,17,,0.0,
2041,2041,2018,17,,0.0,
2042,2042,2018,17,,0.0,
2043,2043,2018,17,,0.0,
2044,2044,2018,17,,0.0,
2045,2045,2018,17,,0.0,
2046,2046,2018,17,,0.0,
2047,2047,2018,17,,0.0,
